2635	8846
5620	7564
9560	9656
3999	9237
3241	5623
9175	9993
6866	9397
3984	9868
9655	9701
2747	6808
6833	8725
8326	9496
3457	8661
5616	7041
9575	9937
9616	9938
5552	9500
2510	8558
8907	9249
6283	8258
5901	7210
2680	8215
3086	9657
2207	6305
868	2938
1432	9692
6191	6225
1435	6957
573	9436
6459	9423
2665	6594
8434	9968
9650	9707
8067	8454
5567	9027
1496	8364
4137	8770
6458	9952
9474	9481
3975	9940
4904	6431
4937	6379
2710	7276
4563	6138
7724	9054
1972	5849
368	9189
103	9672
2636	9047
3119	9955
5951	6923
6930	9947
8826	9445
9041	9599
5424	8160
6379	9844
4987	5153
9720	9887
850	8374
5038	8124
9342	9712
5643	7709
6563	9372
73	6238
85	5309
4083	9823
6196	7858
1337	4705
3517	4716
917	4119
8807	9553
9234	9620
7336	8541
7867	8177
341	6403
563	9256
871	7157
7075	9897
1774	2235
2983	7411
3126	9971
691	5469
3657	9607
8583	9286
687	7979
2640	8765
4114	9294
9030	9975
4859	7196
5217	7658
6464	8962
8021	8994
2343	7990
2011	7251
1056	9539
2018	5978
5908	8515
1601	9073
677	6510
954	9262
832	1163
964	9950
2084	9981
7225	9060
2743	6419
4558	4989
8777	9502
8985	9451
6779	8973
3138	9392
6913	9727
6161	7648
7666	8244
725	8621
5756	9814
2996	7996
162	9447
7674	9825
693	9837
4124	9608
4198	9557
6934	7571
2341	9233
8257	9651
7260	7741
2554	3864
1783	8713
1270	4930
232	9627
727	9606
5743	5795
3115	9566
7850	7957
1298	3945
8082	9246
4427	9767
1922	3772
769	4355
810	8328
2028	8894
4652	9885
8010	9343
6049	6252
6295	9691
7981	8413
7055	9379
4899	9762
8937	8979
5274	9639
4966	9486
6482	9517
3959	4414
3197	8817
1366	9714
3276	9110
1335	8149
4200	7509
8842	9873
9599	9852
7661	9374
3719	6647
5937	6950
2480	9176
3963	9259
1683	8832
2163	9469
5895	9168
4730	7674
8063	9354
4451	8259
9021	9057
5683	8531
9487	9796
8379	9590
9160	9401
6070	7479
6629	9163
390	9812
417	9915
1606	9551
1945	9017
582	9982
6413	7818
6492	8111
7758	9657
9195	9395
6583	7475
8245	9775
9269	9344
3692	9146
2252	7447
2775	9474
5751	7884
6988	8692
7411	9549
7196	9395
6707	9204
4964	9948
5740	9415
8684	9822
6576	9687
62	1995
4040	5133
2586	9952
7550	8203
7787	9836
619	7016
7823	9493
820	8992
156	9766
1166	7185
1620	9607
2196	4290
7287	8732
5943	8993
3343	6144
3551	9291
1658	9310
5743	8373
6906	9040
7625	7973
4347	8444
8473	9760
8196	8728
3440	9460
6188	6545
9469	9755
1317	4321
2411	9547
1270	8447
1573	2032
6542	8763
6431	8932
9058	9632
736	6261
1928	7858
7718	9857
8485	9770
4758	8917
6279	9292
8961	9699
4835	8383
475	9869
535	9920
1691	9608
7593	7876
3348	4394
9070	9642
2052	4137
3586	9635
1795	5235
6542	9113
4854	9564
2777	7022
8288	9606
8362	9555
3818	8480
4602	8562
4337	9045
3802	5503
16	9705
3333	8408
8261	8914
7693	9396
676	8997
819	1169
6636	9687
3666	8059
2843	9712
7621	9493
6186	8138
4195	8588
9384	9401
7732	9509
2109	4240
2226	5579
4862	9805
8530	9489
4051	8809
3349	9291
3492	8845
9517	9930
3027	6796
6086	7153
6504	7666
4436	8650
4542	9800
7572	9227
7916	9037
4084	5724
4220	7305
7031	9812
5710	6115
5715	6459
4885	9385
4746	6597
2796	9492
7686	9514
3777	6735
344	9547
5831	7573
4146	9985
1266	4867
5619	9380
7472	8996
8143	9201
3179	4534
3943	9656
9774	9936
6040	7158
3521	4271
8163	9853
6470	6742
4973	6761
2679	9846
2569	7988
91	8320
5635	6880
2512	5010
4585	8342
1455	8711
326	9880
5309	9339
5801	8081
6651	8251
1823	7417
3094	9307
1162	7900
5465	9852
7759	9211
7760	9813
2540	3271
5728	6290
5900	9780
9697	9874
8663	9617
3093	9836
206	9963
4141	7547
5686	9262
2458	9096
5376	8282
8497	9325
9352	9839
2905	7341
6766	9894
1754	2335
4880	7886
8653	9838
5265	8451
6103	9550
8343	8858
8954	9012
700	3301
7522	9648
701	6909
5419	9857
8058	9628
730	5395
6535	8426
771	9368
8572	9849
4122	7655
8360	9966
2391	7470
7353	9058
328	8798
1326	7900
2690	6571
6362	9437
7518	9125
8616	9397
176	4994
3531	8907
3479	8717
1024	8501
5026	8061
8178	9171
6369	9827
9003	9254
75	1909
3712	4000
3858	6269
7994	9993
4217	8831
5888	6521
6815	8601
7870	8237
6115	7466
9227	9901
2042	7474
8592	9161
8633	9162
4466	7845
7559	9284
1434	4585
4646	8944
5460	8703
6473	8837
4878	5315
3190	6520
3410	8738
325	6406
6851	9197
8105	9982
2735	6879
6850	9726
3895	6686
5368	6081
8556	9100
1882	4159
5612	8693
2988	8456
5877	5958
8764	9803
1252	3763
6558	9325
1370	9646
9142	9197
2237	9231
7349	8134
3894	4771
1144	7613
1939	8076
2925	4909
8365	9505
4165	5234
5927	8704
9237	9434
2365	9416
9481	9794
1265	9071
3039	7640
8438	9983
2330	6951
4957	7651
3749	9493
139	9225
9805	9891
3948	8390
5479	9453
2425	7188
8521	8705
6580	6990
7418	8089
6588	8571
6894	8843
6958	8104
8546	9701
8511	8926
2969	8749
8585	9629
5698	9756
806	8907
7076	7571
2874	9643
861	6362
8409	8649
5276	6091
3997	9945
7421	8545
4491	8036
6375	9217
8197	8766
3539	3617
6560	8216
6780	9680
4421	8960
1981	9776
3003	9272
3187	9581
6198	8766
203	8055
7044	9726
8549	9568
3040	9339
9647	9840
5263	7734
3449	8046
4390	7580
7516	9721
7817	8895
2915	8112
4929	9551
724	7942
4285	5285
9197	9230
2727	5028
8004	9660
7192	7530
9449	9451
4616	8273
5798	9182
4686	9012
4275	7980
3571	7635
7301	9917
2464	9529
4012	6065
5710	8022
3442	5912
8509	9014
207	7019
9045	9748
6101	9341
3556	6199
5280	9377
3836	9222
348	9883
8092	9076
7469	9851
3744	9633
5867	8356
5855	6841
2073	9499
6032	8423
5791	9300
6952	9332
5049	8663
3423	9992
7375	7745
2452	9495
1395	9786
8902	9066
1538	9340
8575	8671
1128	9442
3637	8231
8	2995
63	9872
6632	6883
3048	7836
1049	4453
6625	9876
1711	2852
6200	8946
1924	3899
4410	7400
1418	6013
4871	6297
7455	9579
2527	9827
1677	7405
4798	9202
6093	9234
3032	8242
8263	8557
2836	4166
7760	9626
8796	9020
6552	7304
289	7559
8577	9656
3838	9803
7305	9985
6591	8952
4020	9285
9300	9462
3994	5620
7404	7520
7982	9446
6920	9393
237	8308
5891	8726
1130	9114
6319	9927
6985	7536
3083	3484
299	326
9440	9472
3836	8417
3896	8468
5114	9034
2361	5943
9059	9780
5339	9152
4943	9152
8186	9626
4404	8120
6298	9989
9333	9760
2234	3135
4651	8751
186	7215
7729	9158
1688	5850
5196	8285
483	9653
3601	4763
505	9412
4638	9455
5693	9091
149	8087
5836	6925
859	9940
6375	8896
3837	9177
6418	9532
2089	3161
2770	5774
1899	9453
2637	8628
7559	9097
7685	9990
1138	5568
1802	9520
7779	8871
1920	9741
9489	9899
3405	8207
