1	10 
2	10 
3	18 
4	10 
5	9 
6	8 
7	4 
8	10 
9	23 
10	17 
11	15 
12	28 
13	27 
14	26 
15	29 
16	12 
17	26 
18	30 
19	5 
20	19 
21	6 
22	29 
23	7 
24	18 
25	14 
26	32 
27	16 
28	29 
29	3 
30	18 
31	16 
32	11 
33	18 
34	15 
35	3 
36	17 
37	25 
38	17 
39	30 
40	15 
41	3 
42	6 
43	7 
44	9 
45	13 
46	1 
47	19 
48	25 
49	21 
50	1 
51	1 
52	13 
53	4 
54	16 
55	31 
56	19 
57	30 
58	8 
59	15 
60	15 
61	30 
62	24 
63	21 
64	27 
65	2 
66	19 
67	18 
68	24 
69	3 
70	10 
71	11 
72	31 
73	11 
74	10 
75	29 
76	5 
77	5 
78	21 
79	3 
80	27 
81	3 
82	25 
83	8 
84	7 
85	19 
86	21 
87	13 
88	4 
89	9 
90	2 
91	21 
92	25 
93	14 
94	31 
95	23 
96	13 
97	12 
98	12 
99	14 
100	31 
101	24 
102	15 
103	4 
104	7 
105	11 
106	18 
107	6 
108	6 
109	22 
110	8 
111	14 
112	8 
113	15 
114	29 
115	26 
116	13 
117	6 
118	15 
119	24 
120	4 
121	23 
122	17 
123	20 
124	17 
125	31 
126	20 
127	10 
128	26 
129	21 
130	11 
131	28 
132	19 
133	2 
134	25 
135	18 
136	32 
137	1 
138	18 
139	11 
140	16 
141	30 
142	32 
143	18 
144	21 
145	6 
146	31 
147	2 
148	3 
149	1 
150	8 
151	23 
152	2 
153	4 
154	28 
155	28 
156	8 
157	25 
158	10 
159	10 
160	31 
161	8 
162	9 
163	19 
164	19 
165	12 
166	19 
167	27 
168	25 
169	22 
170	17 
171	2 
172	1 
173	25 
174	26 
175	17 
176	2 
177	1 
178	24 
179	32 
180	19 
181	31 
182	24 
183	30 
184	25 
185	14 
186	20 
187	22 
188	25 
189	3 
190	13 
191	11 
192	31 
193	10 
194	17 
195	12 
196	26 
197	19 
198	10 
199	18 
200	8 
201	30 
202	16 
203	2 
204	15 
205	32 
206	5 
207	32 
208	14 
209	1 
210	26 
211	14 
212	11 
213	30 
214	11 
215	25 
216	31 
217	28 
218	26 
219	19 
220	29 
221	28 
222	22 
223	9 
224	4 
225	24 
226	13 
227	25 
228	7 
229	3 
230	16 
231	15 
232	19 
233	19 
234	21 
235	9 
236	1 
237	31 
238	14 
239	16 
240	26 
241	24 
242	11 
243	23 
244	3 
