367	845
694	974
876	951
91	910
633	964
614	722
545	851
927	953
77	517
291	971
547	897
423	861
739	838
142	619
343	609
150	443
441	915
545	972
765	975
880	962
405	440
171	273
489	848
883	967
506	980
353	923
614	964
512	916
107	867
850	911
313	972
690	693
533	975
390	926
868	965
104	569
408	980
482	929
347	741
704	749
781	969
244	993
841	983
151	536
357	870
692	860
829	865
875	981
457	993
534	688
176	980
410	881
644	819
234	921
437	755
477	827
309	462
840	852
685	978
745	763
79	939
720	935
21	934
150	819
35	603
958	992
741	994
658	996
88	880
449	822
872	925
46	883
349	655
729	876
442	819
326	873
629	645
666	712
504	650
60	902
981	989
53	899
20	722
942	997
138	943
840	986
872	938
509	886
448	610
80	214
833	946
585	881
631	997
689	938
446	951
124	900
380	597
886	957
844	997
228	728
709	772
520	607
392	836
566	723
318	658
395	841
703	728
620	959
694	908
415	675
668	892
76	980
236	969
365	854
728	906
445	554
689	951
422	836
589	949
522	959
751	782
454	495
340	918
651	780
633	911
834	901
75	849
660	721
398	455
804	914
366	688
584	847
732	745
248	403
406	989
607	979
46	454
693	790
519	866
706	729
477	640
642	973
300	980
644	753
360	994
748	847
115	934
21	518
463	863
889	971
311	994
512	984
570	696
418	568
597	799
574	815
882	931
898	912
581	976
708	751
97	597
699	702
671	869
96	409
5	779
151	833
808	874
118	427
512	997
441	528
699	823
234	989
905	928
965	979
407	651
882	944
968	984
453	767
497	581
667	992
551	817
41	715
944	977
440	949
168	490
921	993
324	774
659	993
212	718
331	669
625	887
914	990
148	962
564	877
416	713
266	954
443	587
696	767
789	995
107	372
221	659
348	434
754	893
504	947
858	950
159	949
756	939
178	962
673	904
645	842
139	970
455	947
749	899
422	541
413	950
339	506
719	727
531	942
176	256
608	667
805	952
629	726
23	916
301	372
839	950
168	745
503	735
368	547
681	778
496	961
804	848
427	861
256	750
173	981
570	617
728	974
888	963
552	977
887	967
367	968
334	791
191	971
834	848
223	923
649	802
621	969
473	576
693	845
679	910
285	525
250	275
31	874
345	512
952	961
437	515
552	990
780	854
147	941
871	972
203	284
549	692
727	735
947	967
506	995
528	754
445	985
794	910
403	759
334	925
